category,title_ar,title_en,slug,active_period,school
thinkers,إبراهام كاوانيوآ,Abraham Kawai'ae'a,thk-lmorrnah,1990,Ho'oponopono (هاواي)
thinkers,لويز مونرو,Lois Munro,thk-lmunro,,التحليل النفسي
thinkers,ليندا جيمس مايرز,Linda James Myers,thk-lmyers,1985,علم النفس المتمركز حول أفريقيا
thinkers,هانز لوفالد,Hans Loewald,thk-loewald,,مدرسة التحليل النفسي
thinkers,رودولف لوفينشتاين,Rudolph Loewenstein,thk-loewenstein,,مدرسة التحليل النفسي
thinkers,لورينا أونان,Lorena Onnis,thk-lonan,1985,العلاج الأسري الميلاني (Milan Systemic)
thinkers,رافائيل لوبيز-بيدراثا,Rafael López-Pedraza,thk-lopezpedraza,,مدرسة التحليل النفسي
thinkers,ليونارد أور,Leonard Orr,thk-lorr,1974-2021,إعادة الولادة
thinkers,لويس غيرني,Louise F. Guerney,thk-louise-guerney,1970,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,إيفار لوفاس,Ole Ivar Lovaas,thk-lovaas,,br-aba-autism
thinkers,ألكسندر لوين,Alexander Lowen,thk-lowen,1953-2008,PBSP (Pesso Boyden System Psychomotor)
thinkers,ناعومي روث لوينسكي,Naomi Ruth Lowinsky,thk-lowinsky,,التحليل النفسي
thinkers,لورا بيرلز,Laura Perls,thk-lperls,1942-1990,علاج الجشطالت (Gestalt Therapy)
thinkers,لانا روزنغر,Lanette Rosenzweig,thk-lrosenzweig,2008,العلاج المتمركز حول الصدمة
thinkers,ثيرون روزاك,Theodore Roszak,thk-lroszak,1992,العلاج البيئي/الطبيعي
thinkers,لويس شولتز,Louis Schultz,thk-lschultz,1970-2005,الرولفينغ والتكامل الهيكلي
thinkers,لورنس ستاپلز,Lawrence Staples,thk-lstaples,,التحليل النفسي
thinkers,لودفيغ بينسوانغر,Ludwig Binswanger,thk-ludwigbinswanger,1908-1966,المدرسة الوجودية
thinkers,لورنز فان دير بوست,Laurens van der Post,thk-lvdpost,,مدرسة التحليل النفسي
thinkers,لورا ووكر,Laura A. Walker,thk-lwalker,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,ليمن وين,Lyman C. Wynne,thk-lwynne,1958-2000,br-dynamic-couples-family-therapy
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,مايكل إي. آديس,Michael E. Addis,thk-maddis,1995,المعرفية السلوكية
thinkers,مادلين ساندبرغ,Madeleine Sandberg,thk-madeleine-sandberg,2010,التركيز (Focusing)
thinkers,ألفونس مايدر,Alphonse Maeder,thk-maeder,,التحليل النفسي
thinkers,مهارشي ماهيش يوغي,Maharishi Mahesh Yogi,thk-maharishi,1955-2008,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,مارغريت مارلر,Margaret Mahler,thk-mahler,,مدرسة التحليل النفسي
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,ماورو أندولفي,Mauro Andolfi,thk-mandolfi,1980,العلاج الأسري الميلاني (Milan Systemic)
thinkers,كريستين مان,Kristine Mann,thk-mann,,التحليل النفسي
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno)
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010,br-performance-psychology
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing)
thinkers,مارييل كروغر,Marielle Kruger,thk-mariellekruger,2015,الأنساق الأسرية الداخلية (IFS)
thinkers,ماريسا بيركوور,Marisa Berkouwer,thk-marisaberkouwer,2010,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,مارك سانتروس,Mark R. Dombeck,thk-mark-santross,2000,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,مارك ريس,Mark Reese,thk-markrees,1990,طريقة فيلدنكرايس
thinkers,مارك ويلش,Mark Welch,thk-markwelch,2000,العلاج بالخبرة/التجريبي
thinkers,ستانتون مارلان,Stanton Marlan,thk-marlan,,التحليل النفسي
thinkers,ميغيل أنخيل رودريغيث,Miguel Ángel Rodríguez,thk-marodriguez,,مدرسة التحليل النفسي
thinkers,ويليام مارشال,William L. Marshall,thk-marshall,1970-2014,br-sotp
thinkers,ماري إلمكويست,Mary Elmquist,thk-mary-elmquist,2010,br-recovery-oriented
thinkers,ماري غوثري,Mary Guthrie,thk-mary-guthrie,2012,العلاج الديناميكي البيني القصير (DIT)
thinkers,ماري ستيوارت,Mary Stewart,thk-mary-stewart,1980,تحليل المعاملات (TA)
thinkers,ماري وايتهاوس,Mary Whitehouse,thk-mary-whitehouse,1950-1979,العلاج بالحركة والرقص
thinkers,ماري أولسون,Mary E. Olson,thk-maryolson,2000,الحوار المفتوح
thinkers,ماساكي تاكاهاشي,Masaaki Takahashi,thk-masaaki-takahashi,1980,علاج نايكان
thinkers,ماسون دوري,Sir Mason Durie,thk-masondurie,1972,Kaupapa Māori Psychology
thinkers,مايكل ماثيوز,Michael Mathews,thk-mathew,,مدرسة التحليل النفسي
thinkers,مالك البدري,Malik Badri,thk-mbadri,1970-2021,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,مايكل بالينت,Michael Balint,thk-mbalint,1930-1970,علم النفس الطبي النفسي
thinkers,مارغريت باومان,Margaret Bauman,thk-mbauman,1985,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,مايكل بيليغ,Michael Billig,thk-mbillig,1988,علم النفس الخطابي (Discursive Psychology)
thinkers,مايكل بوغِنشوتس,Michael P. Bogenschutz,thk-mbogenschutz,2010,العلاج بمساعدة psilocybin
thinkers,موراي بوين,Murray Bowen,thk-mbowen,1954-1990,العلاج الأسري بالأنساق (بوين)
thinkers,جيمس ب. ماكولوغ الابن,James P. McCullough Jr.,thk-mccullough,1995,المعرفية السلوكية
thinkers,ماريان تشيس,Marian Chace,thk-mchace,1940-1970,العلاج بالحركة والرقص
thinkers,مارفن تشِن,Marvin Chen,thk-mchen,1985-2010,السيكودراما والسوسيومتري
thinkers,مانفريد شيربكا,Manfred Cierpka,thk-mcierpka,1980,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,ماريك تشيسلاك,Marek Cieslak,thk-mcieslak,,البحث الظاهراتي
thinkers,ماكس كلايتون,G. Max Clayton,thk-mclayton,1970-2010,السيكودراما والسوسيومتري
thinkers,ماري إيلين كوبلاند,Mary Ellen Copeland,thk-mcopeland,1997-2021,br-peer-support
thinkers,ميهايلي تشيكسنتميهالي,Mihaly Csikszentmihalyi,thk-mcsik,1975-2021,علم النفس الإيجابي (Seligman)
thinkers,ماريانا إيكبيرغ,Maryanna Eckberg,thk-meckberg,,علم نفس الجسد
thinkers,ميدارد بوس,Medard Boss,thk-medardboss,1946-1990,المدرسة الوجودية
thinkers,ماري إستر هاردينغ,M. Esther Harding,thk-meharding,,مدرسة التحليل النفسي
thinkers,دونالد ميشينباوم,Donald Meichenbaum,thk-meichenbaum,1971,المعرفية السلوكية
thinkers,ميلاني سيغال,Melanie Segall,thk-melanie-segall,2010,التنويم الذاتي
thinkers,ميليسا شيفر,Melissa Schaefer,thk-melissaschaefer,2010,br-mst
thinkers,دونالد ميلتزر,Donald Meltzer,thk-meltzer,,مدرسة التحليل النفسي
thinkers,ميلتون إريكسون,Milton H. Erickson,thk-merickson,1923-1980,التنويم العلاجي السريري
thinkers,مارلي فاركاش,Marlley Farkas,thk-mfarkas,1990-2010,br-psychiatric-rehabilitation
thinkers,موشيه فيلدنكرايس,Moshe Feldenkrais,thk-mfeldenkrais,1949-1984,طريقة فيلدنكرايس
thinkers,ماريون فورغاتش,Marion S. Forgatch,thk-mforgatch,1980,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,ماري جيرغِن,Mary Gergen,thk-mgergen,1985,علم النفس النقدي
thinkers,مارك غولد,Marc B. Gold,thk-mgold,1980,br-psychiatric-vocational-rehab
thinkers,ماريا غوموري,Maria Gomori,thk-mgomori,1980-2012,نموذج ساتير للنمو
thinkers,مارك غريفيثز,Mark Griffiths,thk-mgriffiths,1985,الإدمان
thinkers,ماكسين هاريس,Maxine Harris,thk-mharris,1980,br-case-management
thinkers,ماري-هيلين بروس,Marie-Hélène Brousse,thk-mhbrousse,,التحليل النفسي
thinkers,مارغريت هيكي,Margaret Hickey,thk-mhickey,1990,CBCT (العلاج الزوجي المعرفي-السلوكي)
thinkers,ماريانو هورفيتس,Mariano Horwitz,thk-mhorwitz,,مدرسة التحليل النفسي
thinkers,ميتشيو هوسوكاوا,Michio Hosokawa,thk-mhosokawa,1975,علاج موريتا
thinkers,مايكل ف. هويت,Michael F. Hoyt,thk-mhoyt,1995,br-single-session-therapy
thinkers,مايكل ديرمر,Michael Der Meer,thk-michael-derm,2005,تقنية ألكسندر
thinkers,مايكل إيغن,Michael Eigen,thk-michael-eigen,,التحليل النفسي
thinkers,مايكل غوثري,Michael Guthrie,thk-michael-guthrie,2012,العلاج الديناميكي البيني القصير (DIT)
thinkers,دانيال بيت,Daniel P. Behnke,thk-michael-yapko-jr,2010,التنويم الإريكسوني
thinkers,مايكل يارب,Michael Yapko,thk-michael-yarp,1980,أسلوب إلمان في التنويم
thinkers,مايكل سويتنغ,Michael Sweeting,thk-michaelsweeting,1990,Te Whare Tapa Whā (نموذج)
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان
thinkers,جاك-ألان ميلر,Jacques-Alain Miller,thk-miller,,مدرسة التحليل النفسي
thinkers,ماري هيلين إيموردينو-يانغ,Mary Helen Immordino-Yang,thk-mimordino-yang,2007,br-affective-neuroscience-informed
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,مين سونغ-كيل,Min Sung-Kil,thk-minsungkil,1977,علاج الهوابيونغ (Hwabyung)
thinkers,ستيفن ميتشل,Stephen Mitchell,thk-mitchell,,مدرسة التحليل النفسي
thinkers,مايكل ميثوفر,Michael Mithoefer,thk-mithoefer,2001,العلاج بمساعدة السيكوديلك
thinkers,ماثيو جونسون,Matthew W. Johnson,thk-mjohnson,2008,العلاج بمساعدة psilocybin
thinkers,ماكسويل جونز,Maxwell Jones,thk-mjones,1942-1985,الإنسانية
thinkers,مارك كيرن,Marc Kern,thk-mkern,2010,علاج التبعية-السلطة (SAR)
thinkers,مايكل كير,Michael E. Kerr,thk-mkerr,1981-2020,العلاج الأسري السياقي متعدد الأجيال
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000,علم النفس الإيجابي الإسلامي
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي)
thinkers,ماريت كويمِدا-لوتز,Margit Koemeda-Lutz,thk-mkoemeda,,علم نفس الجسد
thinkers,مويسيس لِمْلِخ,Moisés Lemlij,thk-mlemlij,,مدرسة التحليل النفسي
thinkers,مارشا لينهان,Marsha M. Linehan,thk-mlinehan,1987,الموجة الثالثة
thinkers,مارجريت ليتل,Margaret Little,thk-mlittle,,التحليل النفسي
thinkers,ريتشارد لوف,Richard Louv,thk-mlouv,2005,العلاج البيئي/الطبيعي
thinkers,مارغريت لِونفلد,Margaret Lowenfeld,thk-mlowenfeld,,التحليل النفسي
thinkers,مايكل مالِه,Michael Maley,thk-mmaley,,علم نفس الجسد
thinkers,ماكسويل مالتز,Maxwell Maltz,thk-mmaltz,1960-1975,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,مايكل ميد,Michael Meade,thk-mmeade,,التحليل النفسي
thinkers,مارغريتا ميخيا,Margarita Mejía,thk-mmejia,,مدرسة التحليل النفسي
thinkers,ماريون مِلنر,Marion Milner,thk-mmilner,1957-1990,العلاج بالخبرة/التجريبي
thinkers,مايكل ميثوفير,Michael C. Mithoefer,thk-mmithoefer,2008,العلاج بمساعدة النفسانية
thinkers,ماي ناسيمينتو,Maê Nascimento,thk-mnascimento,,علم نفس الجسد
thinkers,مارغريت نومبورغ,Margaret Naumburg,thk-mnaumburg,1927-1983,العلاج بالفن
thinkers,مايكل نيكولز,Michael P. Nichols,thk-mnichols,1970,العلاج الأسري البنيوي
thinkers,موريس نيتسون,Morris Nitsun,thk-mnitsun,,التحليل النفسي
thinkers,سلافيكا موكانين,Slavica Moacanin,thk-moacanin,,مدرسة التحليل النفسي
thinkers,يعقوب ليفي مورينو,Jacob Levy Moreno,thk-moreno,1917-1974,السيكودراما والسوسيومتري (Moreno)
thinkers,تشارلز م. مورين,Charles M. Morin,thk-morin,1985,المعرفية السلوكية
thinkers,مارتن أورن,Martin T. Orne,thk-morne,1960-2000,التنويم العلاجي السريري
thinkers,هارولد موساك,Harold Mosak,thk-mosak,,علم النفس الفردي
thinkers,مالكولم بارلِت,Malcolm Parlett,thk-mparlett,1975,الجشطالت الجسدي (Naranjo)
thinkers,ماري بيندر غرين,Mary Pender Greene,thk-mpbargreen,1980,العلاج النفسي النسوي
thinkers,مارشال بِرِلمان,Michael A. Perelman,thk-mperelman,1980,br-sex-therapy
thinkers,مرييام بولستر,Miriam Polster,thk-mpolster,1965-2020,علاج الجشطالت (Gestalt Therapy)
thinkers,مويبِنغ ديزموند ماغوناو رَموسي,Mogobe B. Ramose,thk-mramose,1995,علم نفس الأوبونتو (Ubuntu)
thinkers,مارجوري راند,Marjorie L. Rand,thk-mrand,1975,IBP (العلاج التكاملي للجسد)
thinkers,ماتيو ريكار,Matthieu Ricard,thk-mricard,2003,العلاج النفسي التأملي
thinkers,إدموند رولز,Edmund T. Rolls,thk-mrolls,1974,br-affective-neuroscience-informed
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy)
thinkers,ميليسا رولاند,Melisa D. Rowland,thk-mrowland,2000,العلاج متعدد الأجهزة (MST)
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة
thinkers,مارتن سليغمان,Martin E. P. Seligman,thk-mseligman,1991,علم النفس الإيجابي الإسلامي
thinkers,مارا سيلفيني بالاتسولي,Mara Selvini Palazzoli,thk-mselvini,1966-1999,العلاج الأسري الميلاني
thinkers,مورّنا سيميونّا,Morrnah Simeona,thk-msimeona,1976-1992,Ho'oponopono (هاواي)
thinkers,ماريون سولومون,Marion F. Solomon,thk-msolomon,1980,br-interpersonal-neurobiology
thinkers,موراي شتاين,Murray Stein,thk-mstein,,مدرسة التحليل النفسي
